,loss,acc,val_loss,val_acc,lr
0,0.299357116818428,0.8298671841621399,0.13544614553757128,0.9788742065429688,0.0010000000474974513
1,0.2695622127652168,0.8420078158378601,0.1013401623313257,0.9843826293945312,0.0010000000474974513
2,0.2636332860738039,0.8440077900886536,0.12353031361999456,0.9727325439453125,0.0010000000474974513
3,0.25927766164019705,0.8457695245742798,0.1261986865538347,0.974456787109375,0.0010000000474974513
4,0.25741522631794217,0.8463906049728394,0.1214113794703735,0.972442626953125,0.0010000000474974513
5,0.25126248014718294,0.8489999771118164,0.12345495486442815,0.9716415405273438,0.0010000000474974513
6,0.24474722765386103,0.8527656197547913,0.10846324795784312,0.9735488891601562,0.0010000000474974513
7,0.23426548696681856,0.8578047156333923,0.1248430266023206,0.973846435546875,0.0010000000474974513
8,0.2421826031804085,0.8530898690223694,0.1183708472053695,0.9717788696289062,0.0010000000474974513
9,0.23982510343194008,0.8543984293937683,0.11184851631696802,0.9744796752929688,0.0010000000474974513
10,0.24303170835226776,0.8535546660423279,0.12081747567572165,0.9698867797851562,0.0010000000474974513
11,0.23625507399439813,0.856124997138977,0.10706436357577331,0.97491455078125,0.0010000000474974513
12,0.23788959334790707,0.8566172122955322,0.13096145340023213,0.9684677124023438,0.0010000000474974513
13,0.24079937297478318,0.855582058429718,0.1222309213517292,0.9711837768554688,0.00010000000474974513
14,0.23543575637042521,0.8564218878746033,0.12161596016449039,0.966766357421875,0.00010000000474974513
15,0.2325318696089089,0.8572617173194885,0.12484195115757757,0.9665145874023438,0.00010000000474974513
16,0.23025620014593004,0.8593124747276306,0.1288831327947264,0.96710205078125,0.00010000000474974513
17,0.22941092369705438,0.859375,0.12440324948329362,0.9649505615234375,0.00010000000474974513
18,0.2303083820231259,0.8603515625,0.12529328431992326,0.9665908813476562,0.00010000000474974513
19,0.22569046986103058,0.8622812628746033,0.12328186932063545,0.9706497192382812,0.00010000000474974513
